0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
0.0,21255.0,13194.0,12482.0,10698.0,18904.0,12920.0,12626.0,13338.0,14662.0,11108.0,11517.0,12704.0,13092.0,12401.0,11614.0,19651.0,13203.0,12299.0,10788.0,13598.0,12726.0,14255.0,15173.0,15203.0,17028.0,15283.0,23960.0,13217.0,23570.0,15389.0,11946.0,23159.0,16912.0,14746.0,13547.0,12365.0,24508.0,12882.0,22936.0,13722.0,24557.0,11299.0,10923.0,11355.0,11704.0,16771.0,14924.0,22404.0,14961.0,16008.0,25091.0,25120.0,12406.0,18909.0,27906.0,39160.0,19304.0,17175.0,10620.0,14880.0,14954.0,23429.0,20681.0,22044.0,17985.0,15080.0,26153.0,12756.0,14226.0,25479.0,14549.0,28383.0,22766.0,28372.0,15673.0,28615.0,14473.0,26430.0,12493.0,29603.0,14548.0,21123.0,21413.0,14420.0,28331.0,35446.0,19493.0,23117.0,15055.0,15822.0,15083.0,27677.0,13203.0,13256.0,10819.0,16509.0,19916.0,19925.0,22332.0,14608.0,15820.0,17701.0,29061.0,17807.0,19506.0,17907.0,14191.0,23330.0,29328.0,16305.0,19430.0,13444.0,14814.0,12066.0,14801.0,12354.0,28685.0,21874.0,12784.0,22320.0,15739.0,17118.0,28675.0,13147.0,19239.0,14109.0,10764.0,13095.0,18746.0,14996.0,14615.0,19255.0,12144.0,13980.0,14910.0,13277.0,12541.0,13379.0,11965.0,16441.0,15150.0,15987.0,15500.0,21888.0,12046.0,16323.0,17432.0,17451.0,19321.0,15154.0,25626.0,17518.0,13288.0,20051.0,16196.0,12288.0,26331.0,113303.0,38451.0,15398.0,10760.0,14455.0,11882.0,12521.0,11780.0,10743.0,12853.0,13810.0,17306.0,34303.0,17607.0,15552.0,22162.0,21048.0,14742.0,18110.0,18990.0,21655.0,33913.0,20723.0,17820.0,11999.0,13485.0,11106.0,12275.0,14817.0,13087.0,12931.0,12228.0,18054.0,13615.0,17289.0,22582.0,13751.0,16669.0,23177.0,14273.0,17660.0,15517.0,133394.0,136655.0,120298.0,160599.0,24775.0,78829.0,102832.0,177778.0,105324.0,179569.0,86556.0,47343.0,64400.0,118154.0,61908.0,167077.0,32660.0,21366.0,166809.0,150918.0,179226.0,245691.0,41799.0,30025.0,184308.0,68446.0,21646.0,100637.0,113640.0,35390.0,90235.0,68128.0,184726.0,214323.0,82207.0,142932.0,46293.0,38296.0,120548.0,113164.0,160799.0,264359.0,126322.0,90598.0,35200.0,33235.0,92708.0,69372.0,86928.0,24014.0
21255.0,0.0,24053.0,21490.0,20974.0,16066.0,19166.0,17892.0,23318.0,16666.0,17253.0,14749.0,21267.0,26065.0,18862.0,20665.0,20131.0,22236.0,19539.0,22305.0,18965.0,19667.0,22250.0,23869.0,22556.0,35212.0,24096.0,18215.0,20909.0,39699.0,24146.0,18340.0,44207.0,17552.0,18474.0,23723.0,18398.0,12267.0,19641.0,51686.0,16570.0,13124.0,24358.0,22927.0,22568.0,17517.0,18675.0,23133.0,44733.0,21706.0,19749.0,29679.0,41495.0,22305.0,14453.0,37330.0,35281.0,25509.0,22635.0,23166.0,20988.0,25115.0,23328.0,23832.0,15160.0,26391.0,22714.0,16234.0,20530.0,26657.0,24375.0,23986.0,38127.0,26959.0,20107.0,24106.0,17797.0,23754.0,33535.0,21331.0,13337.0,20104.0,28472.0,24373.0,22189.0,31915.0,24212.0,22036.0,17595.0,19852.0,24501.0,21756.0,13535.0,21543.0,19564.0,22118.0,22712.0,18585.0,12500.0,12325.0,19996.0,22094.0,17919.0,15928.0,18950.0,29532.0,26377.0,21186.0,19803.0,30480.0,19510.0,13881.0,25265.0,32955.0,17984.0,15557.0,21753.0,15511.0,33110.0,30400.0,17219.0,23444.0,21960.0,19410.0,15652.0,23890.0,25158.0,17887.0,21089.0,22862.0,24134.0,22319.0,16207.0,20051.0,18901.0,20742.0,19361.0,20463.0,24995.0,21765.0,26354.0,23934.0,15663.0,21615.0,23760.0,15834.0,22985.0,13747.0,20460.0,29295.0,13385.0,44709.0,18040.0,14249.0,19166.0,16527.0,15422.0,30861.0,101641.0,42803.0,17330.0,15437.0,27130.0,15813.0,26137.0,20546.0,18014.0,20988.0,13909.0,26745.0,38358.0,18454.0,18695.0,26074.0,30647.0,21993.0,15508.0,15964.0,31499.0,28688.0,21546.0,19287.0,15864.0,19786.0,17373.0,19529.0,25521.0,18273.0,19157.0,21706.0,22197.0,24717.0,26979.0,16991.0,19423.0,31370.0,36978.0,30335.0,21553.0,22542.0,124932.0,129934.0,130053.0,166322.0,22321.0,77111.0,109180.0,186624.0,104235.0,180056.0,84262.0,59211.0,67299.0,113014.0,62109.0,176290.0,42135.0,23201.0,158792.0,154287.0,179760.0,233201.0,47346.0,32658.0,181209.0,75509.0,18521.0,103026.0,116290.0,39652.0,80817.0,66675.0,191003.0,208965.0,85738.0,139776.0,52218.0,31592.0,121126.0,112783.0,171651.0,257251.0,123618.0,96766.0,34820.0,34758.0,103272.0,71073.0,83604.0,28961.0
13194.0,24053.0,0.0,14394.0,15335.0,14645.0,15123.0,12140.0,11456.0,13562.0,13142.0,13957.0,10293.0,12607.0,10800.0,10752.0,10658.0,12818.0,13186.0,12085.0,13483.0,12075.0,11702.0,11714.0,13065.0,14033.0,14636.0,20174.0,12370.0,17851.0,11368.0,12488.0,17327.0,17598.0,12102.0,13316.0,11656.0,35379.0,15110.0,17185.0,12873.0,36491.0,10838.0,11282.0,12420.0,15193.0,17587.0,14755.0,14979.0,12935.0,19129.0,26839.0,20829.0,14153.0,26341.0,28668.0,45294.0,14971.0,15498.0,12219.0,16604.0,16713.0,27154.0,18799.0,31556.0,13732.0,12878.0,31368.0,14173.0,16466.0,23998.0,12804.0,23512.0,19064.0,31975.0,18587.0,30288.0,16935.0,27746.0,13978.0,31440.0,15437.0,17935.0,25384.0,16743.0,26896.0,32233.0,16665.0,29624.0,20442.0,16975.0,14426.0,28533.0,9711.0,17707.0,11070.0,16333.0,22377.0,22018.0,31867.0,13820.0,13472.0,19833.0,38071.0,20811.0,19528.0,20091.0,15861.0,24481.0,22467.0,14203.0,18694.0,10719.0,11063.0,15082.0,14025.0,11270.0,37991.0,12299.0,11404.0,29480.0,16399.0,18355.0,33912.0,16701.0,10868.0,14288.0,12979.0,15329.0,22403.0,11205.0,10706.0,22301.0,13377.0,15606.0,15649.0,13209.0,12810.0,12102.0,12545.0,17417.0,15454.0,18527.0,13762.0,17572.0,16899.0,16541.0,20548.0,19622.0,16086.0,15786.0,27698.0,15715.0,14706.0,20411.0,17133.0,15273.0,25164.0,118140.0,30355.0,18976.0,14106.0,11805.0,13289.0,10943.0,12574.0,13130.0,13092.0,17755.0,15515.0,32068.0,17974.0,14056.0,24317.0,17636.0,12752.0,20702.0,19995.0,23878.0,41177.0,25502.0,18111.0,14165.0,12592.0,14462.0,11973.0,11811.0,12884.0,13750.0,12361.0,15802.0,12879.0,13269.0,31069.0,13948.0,10488.0,17140.0,11696.0,13865.0,13270.0,143261.0,140556.0,120916.0,160095.0,28607.0,76223.0,100886.0,170316.0,112995.0,179289.0,91059.0,47035.0,67718.0,111845.0,63224.0,161304.0,31588.0,28261.0,171092.0,152120.0,176811.0,246536.0,46490.0,30721.0,187272.0,70229.0,28602.0,101209.0,117147.0,29533.0,100125.0,70811.0,188825.0,201184.0,85246.0,142222.0,37720.0,39853.0,124994.0,118312.0,160212.0,264299.0,127848.0,89112.0,36773.0,28800.0,90769.0,69392.0,83727.0,24646.0
12482.0,21490.0,14394.0,0.0,16387.0,18826.0,16120.0,13134.0,12526.0,13281.0,12526.0,12901.0,13042.0,14889.0,13303.0,15399.0,17732.0,14442.0,18644.0,13578.0,12698.0,13294.0,13949.0,12700.0,16636.0,18726.0,14694.0,19581.0,12068.0,25926.0,14370.0,11528.0,22258.0,12702.0,14748.0,16556.0,12637.0,27055.0,13621.0,22195.0,14039.0,23175.0,17671.0,10526.0,12843.0,14315.0,20272.0,14842.0,21275.0,17906.0,15424.0,20953.0,25559.0,14124.0,21309.0,28826.0,42659.0,17665.0,16998.0,15353.0,14482.0,16159.0,21238.0,19858.0,20959.0,16621.0,16730.0,24410.0,14290.0,15053.0,24277.0,14025.0,27229.0,25687.0,25170.0,17806.0,28738.0,16365.0,26174.0,11446.0,25759.0,16078.0,20449.0,23913.0,16664.0,27253.0,29185.0,15965.0,27602.0,13475.0,14686.0,14526.0,27884.0,14331.0,19858.0,12894.0,21294.0,19741.0,19645.0,22846.0,14296.0,18679.0,17801.0,30454.0,17447.0,20809.0,21672.0,15305.0,26202.0,30269.0,14420.0,18243.0,16538.0,17775.0,12570.0,12679.0,13573.0,27692.0,18821.0,18445.0,23914.0,17573.0,21258.0,28513.0,16651.0,20006.0,15751.0,15001.0,14934.0,22077.0,19704.0,16321.0,19437.0,14199.0,16232.0,16025.0,13206.0,13435.0,15789.0,13026.0,17650.0,16401.0,16519.0,15820.0,21596.0,12170.0,16298.0,15243.0,18508.0,19367.0,15946.0,30923.0,19467.0,14854.0,23233.0,14219.0,15295.0,26753.0,108762.0,37184.0,19218.0,13363.0,16162.0,14846.0,16590.0,14481.0,14103.0,13035.0,14783.0,20787.0,32882.0,22853.0,11979.0,20618.0,20136.0,15423.0,15924.0,17003.0,26463.0,34450.0,22853.0,18387.0,14359.0,14297.0,13264.0,13414.0,13087.0,14475.0,15998.0,15901.0,19464.0,17170.0,15495.0,25919.0,13037.0,16078.0,26355.0,17274.0,16940.0,17142.0,132775.0,140619.0,116808.0,153773.0,26501.0,75678.0,102085.0,177011.0,103780.0,172305.0,86676.0,52999.0,61617.0,112153.0,58574.0,162353.0,35978.0,22677.0,163649.0,145225.0,169841.0,240097.0,44367.0,29397.0,186567.0,65569.0,21055.0,100543.0,111215.0,31910.0,83701.0,71541.0,187878.0,200677.0,84889.0,135588.0,39653.0,30356.0,119958.0,110743.0,164485.0,264226.0,125831.0,82387.0,33703.0,36534.0,95177.0,72034.0,84087.0,23948.0
10698.0,20974.0,15335.0,16387.0,0.0,15575.0,13069.0,12474.0,11698.0,13292.0,9071.0,12887.0,14263.0,11134.0,10114.0,12827.0,17134.0,12019.0,11602.0,10105.0,11941.0,11504.0,13312.0,19022.0,15339.0,20094.0,17019.0,12594.0,13802.0,27423.0,12712.0,11326.0,31377.0,9678.0,12477.0,11858.0,17615.0,18649.0,10630.0,23705.0,12554.0,20763.0,13607.0,14771.0,12168.0,9595.0,10241.0,12829.0,24262.0,14507.0,17166.0,25786.0,28572.0,18376.0,21652.0,28061.0,44931.0,19518.0,19242.0,16458.0,15341.0,17028.0,19276.0,20404.0,23395.0,17333.0,11514.0,23479.0,14563.0,17155.0,22518.0,17112.0,27064.0,25799.0,24806.0,17646.0,24619.0,18314.0,27963.0,11077.0,23236.0,18123.0,23291.0,24673.0,17273.0,29080.0,30070.0,19138.0,26062.0,18056.0,20177.0,16579.0,22223.0,12135.0,13366.0,12139.0,20376.0,20570.0,15114.0,19963.0,13051.0,14415.0,17081.0,19780.0,21237.0,18394.0,16804.0,11427.0,22130.0,23488.0,11635.0,13197.0,12909.0,14973.0,12031.0,13890.0,10798.0,18588.0,15198.0,16009.0,25513.0,16241.0,16576.0,26190.0,13634.0,15548.0,12700.0,13010.0,11600.0,19113.0,13819.0,12385.0,17484.0,10285.0,13626.0,12502.0,11746.0,10552.0,14169.0,13226.0,19364.0,12889.0,12896.0,11139.0,22213.0,14158.0,15668.0,19809.0,20264.0,22542.0,12510.0,33157.0,15986.0,11836.0,21409.0,12071.0,12424.0,26544.0,105819.0,37911.0,13713.0,12813.0,15922.0,12225.0,14428.0,12667.0,11637.0,13853.0,11459.0,20326.0,31733.0,17833.0,14843.0,19729.0,21510.0,12753.0,17503.0,12158.0,20790.0,34950.0,21150.0,12818.0,13096.0,14690.0,11692.0,11379.0,13228.0,13739.0,14139.0,12711.0,15394.0,14144.0,18909.0,23896.0,10133.0,16954.0,21399.0,15552.0,17794.0,14920.0,139304.0,149784.0,124858.0,162426.0,23830.0,80220.0,106454.0,184690.0,109152.0,184208.0,87440.0,51412.0,69106.0,118921.0,60363.0,170258.0,34676.0,26599.0,167505.0,155234.0,182049.0,245248.0,46488.0,31133.0,186165.0,72885.0,24775.0,101966.0,115552.0,36222.0,94434.0,76134.0,192485.0,208024.0,86690.0,142997.0,48673.0,34387.0,126806.0,115803.0,167541.0,260653.0,125392.0,92800.0,35354.0,37218.0,97829.0,71972.0,88158.0,24903.0
18904.0,16066.0,14645.0,18826.0,15575.0,0.0,16747.0,17041.0,14538.0,15507.0,15304.0,17057.0,15364.0,18414.0,14846.0,15458.0,16389.0,16220.0,12688.0,15108.0,14205.0,14078.0,16220.0,14644.0,15031.0,29165.0,19634.0,15825.0,17632.0,35200.0,15727.0,13581.0,22856.0,18094.0,13462.0,15249.0,14855.0,26695.0,14952.0,27229.0,12441.0,27639.0,13778.0,17450.0,16784.0,15052.0,13892.0,17151.0,27908.0,14777.0,21652.0,31094.0,30240.0,20917.0,23158.0,29771.0,39489.0,22065.0,20336.0,18773.0,18525.0,19754.0,21961.0,23778.0,23125.0,20078.0,14621.0,23344.0,20334.0,21762.0,26961.0,16071.0,26452.0,24624.0,26105.0,21089.0,24097.0,21771.0,32658.0,18065.0,23624.0,23475.0,25952.0,27925.0,21406.0,27011.0,27894.0,18680.0,22540.0,20381.0,24405.0,19331.0,20623.0,21020.0,19160.0,14597.0,21534.0,23856.0,19281.0,29420.0,15767.0,15749.0,19352.0,27445.0,18869.0,24380.0,23556.0,18201.0,17998.0,26930.0,16996.0,15172.0,19715.0,21408.0,16195.0,16725.0,16183.0,23962.0,17549.0,19045.0,19538.0,20462.0,17598.0,22898.0,15982.0,14974.0,20209.0,15216.0,16197.0,19248.0,15602.0,15710.0,17722.0,15757.0,19930.0,14646.0,13533.0,15181.0,16773.0,16269.0,17958.0,20301.0,17803.0,18528.0,20714.0,17220.0,16506.0,18385.0,25641.0,19659.0,17273.0,45891.0,18249.0,14376.0,20882.0,15429.0,16778.0,23535.0,111064.0,34427.0,20280.0,15373.0,15875.0,14669.0,23019.0,14692.0,15598.0,21907.0,18158.0,20565.0,30753.0,19448.0,19437.0,21138.0,24660.0,13784.0,17856.0,19634.0,32136.0,33529.0,24410.0,14065.0,23220.0,14064.0,17366.0,16452.0,16304.0,15909.0,15873.0,19359.0,22319.0,24222.0,19918.0,19191.0,15741.0,14615.0,22064.0,20557.0,16267.0,15586.0,138420.0,141136.0,124615.0,164843.0,27373.0,81363.0,104209.0,183210.0,104531.0,180252.0,90637.0,54973.0,68184.0,113399.0,60376.0,173996.0,33828.0,27289.0,167397.0,154407.0,177518.0,240203.0,42555.0,33671.0,190403.0,69262.0,24508.0,103050.0,118330.0,35637.0,90019.0,73824.0,191174.0,211232.0,85688.0,137040.0,43491.0,36618.0,124773.0,119826.0,167077.0,263073.0,125788.0,89508.0,39565.0,30306.0,94314.0,69362.0,90691.0,26607.0
12920.0,19166.0,15123.0,16120.0,13069.0,16747.0,0.0,11577.0,14670.0,12899.0,11426.0,12778.0,12447.0,13218.0,12891.0,16005.0,18231.0,14135.0,14800.0,13101.0,16244.0,12947.0,13773.0,16161.0,13426.0,17491.0,16393.0,14260.0,15696.0,26901.0,16132.0,12848.0,23340.0,13572.0,10334.0,17342.0,11586.0,26897.0,10363.0,23141.0,13124.0,24444.0,14551.0,12715.0,13727.0,10876.0,16352.0,12273.0,24257.0,12548.0,16436.0,28050.0,27356.0,17754.0,20857.0,35293.0,37703.0,19610.0,19447.0,14065.0,15589.0,17452.0,18322.0,21046.0,22281.0,20502.0,14127.0,23004.0,14826.0,18674.0,21037.0,14069.0,29605.0,23287.0,23379.0,15512.0,26544.0,16945.0,24950.0,14214.0,24588.0,18075.0,22482.0,23183.0,16585.0,25267.0,26414.0,18469.0,24391.0,16778.0,20317.0,13941.0,25446.0,14610.0,12635.0,14142.0,18802.0,19206.0,19844.0,23050.0,12112.0,16855.0,17482.0,25928.0,20388.0,20013.0,20465.0,13603.0,17883.0,22224.0,17436.0,18644.0,14949.0,14877.0,13112.0,14128.0,13598.0,27265.0,20144.0,14391.0,26982.0,20460.0,14017.0,29655.0,15136.0,16183.0,15848.0,13738.0,15251.0,15448.0,14384.0,14471.0,17055.0,13265.0,14552.0,13460.0,14655.0,12585.0,14122.0,14169.0,14765.0,15209.0,15163.0,15145.0,15978.0,14594.0,15635.0,21212.0,18584.0,18158.0,15642.0,27926.0,16827.0,15655.0,21726.0,11613.0,12935.0,26834.0,109311.0,38212.0,14269.0,12514.0,15822.0,13048.0,15130.0,12405.0,12495.0,15385.0,14204.0,20447.0,31310.0,17096.0,15634.0,19560.0,22585.0,13979.0,14402.0,14103.0,22605.0,39636.0,23672.0,14280.0,15791.0,13295.0,12126.0,14204.0,13951.0,18611.0,15470.0,13119.0,15498.0,13915.0,19876.0,23889.0,16680.0,15966.0,25672.0,19944.0,19664.0,12712.0,136878.0,142305.0,122302.0,159360.0,23350.0,75573.0,100097.0,181516.0,104364.0,178853.0,85241.0,50120.0,70501.0,113574.0,59501.0,164897.0,38498.0,24414.0,166124.0,147969.0,179207.0,240844.0,43660.0,27709.0,177754.0,69360.0,22514.0,100809.0,118208.0,31493.0,90157.0,70609.0,189952.0,203610.0,83852.0,138814.0,45201.0,33239.0,124164.0,112830.0,163533.0,261089.0,122852.0,95657.0,34772.0,31788.0,93741.0,67189.0,83047.0,22718.0
12626.0,17892.0,12140.0,13134.0,12474.0,17040.0,11577.0,0.0,8622.0,10358.0,9141.0,8475.0,8294.0,10079.0,8366.0,11218.0,9746.0,10988.0,10732.0,8386.0,8221.0,7998.0,14835.0,11991.0,10055.0,17404.0,13352.0,14210.0,11193.0,22501.0,10492.0,7644.0,20373.0,11776.0,11486.0,15612.0,11753.0,26554.0,11092.0,23386.0,13930.0,26530.0,8889.0,12493.0,11929.0,8449.0,16351.0,11074.0,24686.0,14309.0,14665.0,27975.0,24599.0,14036.0,20595.0,35166.0,44256.0,21133.0,16391.0,14270.0,14644.0,16852.0,21254.0,19274.0,24168.0,14007.0,14528.0,27218.0,13489.0,16358.0,23212.0,12458.0,26825.0,25413.0,27281.0,17394.0,27830.0,13272.0,25686.0,12872.0,26470.0,16394.0,22334.0,28603.0,17433.0,30225.0,31774.0,19071.0,28626.0,18394.0,16483.0,11855.0,27649.0,10676.0,13537.0,10784.0,15824.0,23916.0,17681.0,23940.0,13166.0,16907.0,15954.0,33114.0,20489.0,22463.0,23708.0,9621.0,21440.0,26773.0,13260.0,14826.0,11337.0,10817.0,10428.0,13154.0,10244.0,33164.0,14769.0,9992.0,28584.0,19048.0,19711.0,28303.0,14663.0,16660.0,11161.0,12840.0,11896.0,22799.0,12241.0,10080.0,20926.0,7218.0,17612.0,13116.0,10052.0,8864.0,10327.0,7822.0,17050.0,9389.0,12448.0,9260.0,18568.0,9712.0,15924.0,17584.0,16983.0,20923.0,10687.0,31457.0,19117.0,13402.0,19952.0,9984.0,10241.0,29253.0,114977.0,38274.0,18083.0,10374.0,10121.0,9044.0,11802.0,11251.0,10578.0,16001.0,9874.0,15846.0,36616.0,18325.0,15328.0,24622.0,22972.0,10844.0,19236.0,13488.0,25114.0,35549.0,23637.0,16723.0,11554.0,8121.0,11043.0,8379.0,11898.0,12141.0,11934.0,7839.0,18641.0,10479.0,21321.0,25440.0,12261.0,14038.0,23178.0,14788.0,14797.0,14750.0,137892.0,145682.0,124950.0,165433.0,30346.0,79440.0,110000.0,185224.0,112969.0,184067.0,88859.0,58264.0,70351.0,119921.0,66122.0,168016.0,36447.0,25974.0,172539.0,159162.0,182173.0,250836.0,54530.0,31472.0,181591.0,73748.0,26562.0,109575.0,119459.0,39446.0,98874.0,80987.0,198035.0,209768.0,92967.0,149369.0,49379.0,35858.0,131176.0,119158.0,171585.0,269414.0,130060.0,95157.0,37284.0,34025.0,96733.0,79777.0,86156.0,27093.0
13338.0,23318.0,11456.0,12526.0,11698.0,14538.0,14670.0,8622.0,0.0,10402.0,9995.0,9914.0,6843.0,8454.0,7119.0,8379.0,7368.0,9630.0,7255.0,5823.0,7967.0,6871.0,10608.0,10736.0,11428.0,15601.0,11345.0,17005.0,9046.0,20555.0,7736.0,8048.0,19502.0,16088.0,12120.0,10865.0,11071.0,35166.0,10113.0,15822.0,12008.0,36480.0,6637.0,9853.0,9670.0,11516.0,19380.0,11271.0,16118.0,11034.0,17494.0,28535.0,20620.0,12379.0,21353.0,31413.0,44794.0,17494.0,16799.0,10541.0,13620.0,14854.0,23778.0,21717.0,26607.0,14555.0,10984.0,28663.0,13402.0,15864.0,25916.0,12879.0,26129.0,22912.0,30941.0,15424.0,30379.0,16258.0,27039.0,11777.0,29879.0,17148.0,22818.0,27111.0,16923.0,27988.0,32578.0,17352.0,31370.0,17435.0,16638.0,13683.0,29337.0,8345.0,15078.0,7555.0,17273.0,25205.0,22095.0,31564.0,13050.0,14945.0,20209.0,40806.0,22061.0,19819.0,21852.0,8187.0,24809.0,30843.0,12595.0,20019.0,6831.0,6437.0,9645.0,12646.0,9029.0,40385.0,12381.0,9227.0,32980.0,19218.0,19280.0,34429.0,17093.0,13902.0,7368.0,13116.0,10847.0,22113.0,10296.0,8061.0,21234.0,7362.0,16408.0,10716.0,7942.0,8164.0,7582.0,6806.0,16687.0,8983.0,17773.0,9533.0,19907.0,11702.0,12848.0,20370.0,19106.0,18714.0,13353.0,31655.0,21262.0,13722.0,23357.0,12164.0,13175.0,32518.0,126102.0,38015.0,18214.0,10193.0,6876.0,9336.0,7355.0,12192.0,8463.0,13404.0,12746.0,12937.0,40543.0,22385.0,15153.0,22361.0,20583.0,6870.0,17682.0,17235.0,27082.0,45945.0,23379.0,17022.0,12258.0,6277.0,9894.0,7540.0,9497.0,14420.0,14734.0,8396.0,14986.0,7635.0,15444.0,31931.0,13143.0,11658.0,18877.0,12086.0,14775.0,10871.0,144536.0,146756.0,125440.0,165295.0,32472.0,79802.0,109063.0,183017.0,112945.0,185251.0,91741.0,56962.0,71434.0,122072.0,64892.0,166919.0,36079.0,27949.0,172292.0,159330.0,183949.0,252408.0,46239.0,28655.0,192903.0,75671.0,24939.0,106433.0,120686.0,34948.0,99410.0,81193.0,194732.0,210207.0,92038.0,151957.0,45001.0,39097.0,131631.0,121642.0,169441.0,273196.0,131754.0,95221.0,39880.0,33441.0,96773.0,78538.0,87494.0,25035.0
14662.0,16666.0,13562.0,13281.0,13292.0,15519.0,12899.0,10358.0,10402.0,0.0,11332.0,8354.0,10420.0,12933.0,10717.0,12496.0,11719.0,12939.0,12252.0,11398.0,10169.0,10209.0,14588.0,13836.0,13017.0,23751.0,16693.0,11942.0,13031.0,28277.0,11414.0,10047.0,25956.0,14930.0,10855.0,16184.0,11916.0,18798.0,15156.0,30753.0,12023.0,19927.0,12106.0,12396.0,11785.0,10013.0,16232.0,14285.0,29103.0,16414.0,14814.0,25547.0,29345.0,16836.0,18544.0,33588.0,43439.0,23157.0,20580.0,15186.0,13143.0,19331.0,21828.0,20484.0,20151.0,15036.0,14232.0,20423.0,14939.0,19331.0,23941.0,13167.0,29656.0,24773.0,22478.0,18708.0,23739.0,14872.0,30499.0,16237.0,22181.0,18154.0,21848.0,25114.0,18554.0,27807.0,27807.0,20269.0,22984.0,15770.0,18405.0,14424.0,21711.0,14394.0,15468.0,13608.0,18445.0,19591.0,15771.0,16628.0,11132.0,17723.0,13806.0,21368.0,22435.0,21381.0,24415.0,10042.0,18485.0,27265.0,12801.0,15109.0,12098.0,14059.0,8439.0,14206.0,11330.0,26533.0,18572.0,12609.0,24319.0,23111.0,17390.0,25225.0,12461.0,17575.0,10423.0,10001.0,13133.0,20614.0,13559.0,12000.0,18327.0,8735.0,14107.0,10852.0,10542.0,11317.0,12523.0,9378.0,19432.0,10017.0,9906.0,9876.0,20201.0,10847.0,13403.0,15772.0,22692.0,20378.0,8728.0,28791.0,19710.0,8710.0,20728.0,8344.0,7978.0,23082.0,104592.0,36257.0,15108.0,11836.0,11220.0,9436.0,14176.0,14150.0,11886.0,16038.0,10281.0,15628.0,39216.0,19842.0,17554.0,23205.0,24084.0,12348.0,14586.0,12215.0,18934.0,32681.0,22891.0,16087.0,11417.0,10034.0,13737.0,9444.0,13067.0,10773.0,12374.0,10640.0,15332.0,12371.0,23581.0,22873.0,11499.0,16657.0,24428.0,15506.0,13098.0,14282.0,136534.0,142402.0,130141.0,167171.0,31052.0,80363.0,108446.0,188830.0,113780.0,185577.0,88145.0,60228.0,73098.0,119641.0,65311.0,174019.0,36144.0,24198.0,169114.0,160413.0,182621.0,244649.0,51055.0,30511.0,186610.0,80526.0,21719.0,108384.0,119468.0,37989.0,94182.0,75019.0,195018.0,212236.0,89924.0,145417.0,52221.0,37571.0,127965.0,115871.0,172130.0,266370.0,127953.0,95178.0,37844.0,34980.0,98249.0,81339.0,88426.0,28084.0
